지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
411,2018-06-09 00:00,19.2,276.3,1.9,0,79.2
411,2018-06-09 01:00,19.4,296.6,1.3,0,77.1
411,2018-06-09 02:00,19.8,310.6,.6,0,80.7
411,2018-06-09 03:00,20,0,0,0,81.9
411,2018-06-09 04:00,20.1,0,.1,0,82
411,2018-06-09 05:00,20,80.6,1.7,0,84.5
411,2018-06-09 06:00,20,73.9,2.1,0,84.9
411,2018-06-09 07:00,21,75.4,3.7,0,76.9
411,2018-06-09 08:00,23,90.5,3.5,0,67.1
411,2018-06-09 09:00,24.1,76.2,4.6,0,56.9
411,2018-06-09 10:00,26,74.5,4.2,0,54.7
411,2018-06-09 11:00,26.6,99.4,4.1,0,51
411,2018-06-09 12:00,28.5,100.3,3.4,0,43.5
411,2018-06-09 13:00,28.2,91.3,3.5,0,46.5
411,2018-06-09 14:00,29.4,108.4,2.7,0,42.5
411,2018-06-09 15:00,27.7,163.3,4.7,0,45.4
411,2018-06-09 16:00,27.4,168.9,3.7,0,47.3
411,2018-06-09 17:00,27.1,135.6,2.5,0,46.3
411,2018-06-09 18:00,26.7,108.3,3.4,0,44.6
411,2018-06-09 19:00,25.4,70.7,3.8,0,50
411,2018-06-09 20:00,20.5,204.1,2.1,2,81.6
411,2018-06-09 21:00,20.6,15.4,.6,.5,83.9
411,2018-06-09 22:00,20.6,39.7,2.9,0,73.2
411,2018-06-09 23:00,20.2,71.6,5.4,0,69.1
411,2018-06-10 00:00,19.8,71.6,3.9,0,69.1
411,2018-06-10 01:00,19.2,74.3,5.3,0,72.6
411,2018-06-10 02:00,18.7,72.8,2.3,.5,74
411,2018-06-10 03:00,17.9,93.4,3.7,0,79
411,2018-06-10 04:00,18.2,82.5,4.6,.5,74.5
411,2018-06-10 05:00,18.3,81.4,3.6,0,72
411,2018-06-10 06:00,18.6,120.5,3.3,0,71
411,2018-06-10 07:00,18.6,112.9,3.1,0,69.8
411,2018-06-10 08:00,18.6,113.2,3.5,0,72.9
411,2018-06-10 09:00,19,97.9,3.9,0,67.3
411,2018-06-10 10:00,19.9,109.9,3.9,0,63.9
411,2018-06-10 11:00,21.4,101.3,3.8,0,56.7
411,2018-06-10 12:00,21.9,86.4,4.8,0,56.4
411,2018-06-10 13:00,23.1,91.9,3.5,0,58
411,2018-06-10 14:00,23.2,113.7,2.5,0,57.1
411,2018-06-10 15:00,24.5,88.5,2.4,0,53.4
411,2018-06-10 16:00,23.9,45.2,1.5,0,54.2
411,2018-06-10 17:00,23.4,81.4,1.5,0,56.5
411,2018-06-10 18:00,23.1,.2,2.8,0,57.7
411,2018-06-10 19:00,22.7,59.2,2.3,0,59.1
411,2018-06-10 20:00,22.3,78.1,3.1,0,58.9
411,2018-06-10 21:00,21.8,79.8,4.5,0,57.8
411,2018-06-10 22:00,21.3,79.9,5.4,0,58
411,2018-06-10 23:00,20.8,76.5,4.7,0,58.6
411,2018-06-11 00:00,20.1,75.7,5.3,0,60.3
411,2018-06-11 01:00,19.8,81.1,3.3,0,60.8
411,2018-06-11 02:00,19,72.2,2.4,0,63.7
411,2018-06-11 03:00,18.8,78.8,2.9,0,64.1
411,2018-06-11 04:00,18.9,96.5,3.4,0,63.5
411,2018-06-11 05:00,18.8,93.3,3.6,0,64
411,2018-06-11 06:00,18.6,82.8,3,0,65.5
411,2018-06-11 07:00,19.7,69.3,1.9,0,64.6
411,2018-06-11 08:00,19.8,90.9,4.6,0,60.5
411,2018-06-11 09:00,23.2,65.2,1.3,0,52.7
411,2018-06-11 10:00,23,85.7,2.4,0,50.5
411,2018-06-11 11:00,22,55.4,1,0,54
411,2018-06-11 12:00,22.3,347.7,1,0,54.6
411,2018-06-11 13:00,22.4,0,.2,0,53.5
411,2018-06-11 14:00,21.2,229.9,2.2,0,64.4
411,2018-06-11 15:00,21.1,287.7,1.8,0,66.1
411,2018-06-11 16:00,21,308.6,3.2,0,67.1
411,2018-06-11 17:00,19.6,322.8,4.3,0,81.3
411,2018-06-11 18:00,18.9,323.2,3.2,0,87.6
411,2018-06-11 19:00,18.3,322.7,3.1,.5,93.3
411,2018-06-11 20:00,18.2,312.6,2.4,0,91.6
411,2018-06-11 21:00,18.3,331,2.5,0,88.7
411,2018-06-11 22:00,18.6,324.6,2,0,85.5
411,2018-06-11 23:00,17,6.5,2.1,2,93.2
411,2018-06-12 00:00,17.3,100.5,1.9,.5,93.4
411,2018-06-12 01:00,17.5,69.7,1.9,0,90.8
411,2018-06-12 02:00,17.5,91.8,1.4,0,87.9
411,2018-06-12 03:00,17.8,12.4,1.2,0,81.7
411,2018-06-12 04:00,17.2,153.4,1.6,0,88.3
411,2018-06-12 05:00,17.1,0,.2,0,90.2
411,2018-06-12 06:00,17.2,69.6,2,0,85.1
411,2018-06-12 07:00,19,72.2,.8,0,77.3
411,2018-06-12 08:00,19.8,73.6,1.3,0,70
411,2018-06-12 09:00,21,0,0,0,69.1
411,2018-06-12 10:00,21.6,0,0,0,58.9
411,2018-06-12 11:00,21.6,286.2,1.8,0,59.1
411,2018-06-12 12:00,24.9,283.5,2.8,0,51.2
411,2018-06-12 13:00,24.9,246.9,2.6,0,49.6
411,2018-06-12 14:00,26,242.7,3.4,0,46.7
411,2018-06-12 15:00,26.9,307.1,3.3,0,44.3
411,2018-06-12 16:00,27.4,287.7,4.1,0,48.5
411,2018-06-12 17:00,25.5,285.8,4.3,0,53.1
411,2018-06-12 18:00,24.2,298.4,3.7,0,58.3
411,2018-06-12 19:00,22,302.1,4.6,0,61.3
411,2018-06-12 20:00,20.6,298.1,3.7,0,66.1
411,2018-06-12 21:00,19.8,278.1,2.4,0,72.1
411,2018-06-12 22:00,19.5,290.8,1.5,0,71.9
411,2018-06-12 23:00,19.1,313.3,2,0,76.2
411,2018-06-13 00:00,19.2,311.3,1.5,0,75.6
411,2018-06-13 01:00,20,0,.2,0,72.3
411,2018-06-13 02:00,19.7,112.3,1.7,0,74.7
411,2018-06-13 03:00,19.7,162.5,1.5,0,73.4
411,2018-06-13 04:00,19.5,141.9,1.8,0,72.7
411,2018-06-13 05:00,19.5,160.7,.5,0,72.8
411,2018-06-13 06:00,19.5,108.8,1.5,0,73.2
411,2018-06-13 07:00,19.6,75.2,.8,0,74.9
411,2018-06-13 08:00,21.3,169.7,1.6,0,63.8
411,2018-06-13 09:00,23.3,112.7,1.8,0,62.1
411,2018-06-13 10:00,23.3,203.2,1.4,0,59.3
411,2018-06-13 11:00,23.8,224.1,1.8,0,58.6
411,2018-06-13 12:00,23.8,247.6,1.9,0,59.8
411,2018-06-13 13:00,25.5,198.3,1.6,0,55.9
411,2018-06-13 14:00,25.2,129.7,3.2,0,55.4
411,2018-06-13 15:00,24.8,137.3,3,0,54.1
411,2018-06-13 16:00,25.1,180,2.4,0,53.2
411,2018-06-13 17:00,24.2,285.8,2.3,0,64.1
411,2018-06-13 18:00,22.3,305.5,4.9,0,66.1
411,2018-06-13 19:00,22,304.2,3.6,0,68.1
411,2018-06-13 20:00,21.2,323,3.4,0,70.3
411,2018-06-13 21:00,21.2,341.6,2.2,0,68.5
411,2018-06-13 22:00,21.6,306.6,2.1,0,66.9
411,2018-06-13 23:00,21.5,3.8,1.3,0,65
411,2018-06-14 00:00,21.8,0,.1,0,63
411,2018-06-14 01:00,21.4,0,.3,0,67.8
411,2018-06-14 02:00,21.5,117,1.9,0,72.9
411,2018-06-14 03:00,21.5,94.1,1.5,0,74.4
411,2018-06-14 04:00,21.6,122.7,2.1,0,73.9
411,2018-06-14 05:00,18.8,312.9,3.2,0,93.4
411,2018-06-14 06:00,18.9,0,0,2.5,96.9
411,2018-06-14 07:00,18.7,0,0,12,96.9
411,2018-06-14 08:00,18.3,0,0,7,96.9
411,2018-06-14 09:00,18.6,103.6,2.6,2,96.9
411,2018-06-14 10:00,19.7,99.7,4.3,.5,94
411,2018-06-14 11:00,20.3,100.2,4.1,0,80.8
411,2018-06-14 12:00,20.8,117.3,2.1,0,75.6
411,2018-06-14 13:00,22.3,81.8,3.7,0,71.4
411,2018-06-14 14:00,22.6,99.7,4.2,0,65.3
411,2018-06-14 15:00,23.8,108.4,3.2,0,61
411,2018-06-14 16:00,24.2,143.2,1.6,0,62.9
411,2018-06-14 17:00,23.6,74.1,2.7,0,62.4
411,2018-06-14 18:00,23.5,107,3.1,0,61.6
411,2018-06-14 19:00,23.2,97.1,2.4,0,63.9
411,2018-06-14 20:00,22.1,71.7,3.3,0,74.1
411,2018-06-14 21:00,21.9,86.7,3.4,0,75.1
411,2018-06-14 22:00,21.9,102.5,3.9,0,71.3
411,2018-06-14 23:00,21.8,99.7,4.6,0,58.6
411,2018-06-15 00:00,21.2,117.5,4.1,0,60.6
411,2018-06-15 01:00,,,,0,
411,2018-06-15 02:00,20.1,,,0,65.1
411,2018-06-15 03:00,18.3,81.9,4.4,.5,78.4
411,2018-06-15 04:00,17.3,215.9,1.8,9,90.2
411,2018-06-15 05:00,17,92.1,4.2,1.5,91.8
411,2018-06-15 06:00,17.3,78.7,4,0,87.7
411,2018-06-15 07:00,18.3,92.8,4.6,0,79.4
411,2018-06-15 08:00,18.7,93.5,3.3,0,76.3
411,2018-06-15 09:00,20.1,82.5,3.3,0,70
411,2018-06-15 10:00,22.6,85.2,2.5,0,59.2
411,2018-06-15 11:00,22.7,111,3.7,0,55.9
411,2018-06-15 12:00,23.7,116.5,4,0,53.7
411,2018-06-15 13:00,25.3,99.8,2.6,0,54.2
411,2018-06-15 14:00,26.4,61.8,1.6,0,49.6
411,2018-06-15 15:00,24.6,78.9,3.8,0,49.9
411,2018-06-15 16:00,24.3,98.7,3.1,0,50.5
411,2018-06-15 17:00,24,89.2,4.7,0,50.1
411,2018-06-15 18:00,24,74,4,0,50
411,2018-06-15 19:00,23,77.8,4.1,0,52
411,2018-06-15 20:00,22.1,76.4,4,0,53.7
411,2018-06-15 21:00,21.2,91.1,3.8,0,55.6
411,2018-06-15 22:00,20.4,80.1,4.9,0,56.3
411,2018-06-15 23:00,19.5,86.5,3.9,0,58
411,2018-06-16 00:00,19.1,78.3,4.4,0,58.8
411,2018-06-16 01:00,18.6,82.9,3.4,0,60.7
411,2018-06-16 02:00,18,78.3,2.7,0,63.1
411,2018-06-16 03:00,17.8,85.4,3.1,0,64
411,2018-06-16 04:00,17.4,93.9,2.4,0,65.4
411,2018-06-16 05:00,17,93.2,3.1,0,67.1
411,2018-06-16 06:00,17,86.2,2.2,0,69.3
411,2018-06-16 07:00,18.5,92.4,2.2,0,65.7
411,2018-06-16 08:00,19.8,86.8,2.9,0,60.5
411,2018-06-16 09:00,20.9,98.9,3,0,56.9
411,2018-06-16 10:00,21.5,87.4,1.5,0,54.5
411,2018-06-16 11:00,23.6,136.2,1.9,0,50.9
411,2018-06-16 12:00,23.9,178.4,1.8,0,46.8
411,2018-06-16 13:00,26.1,152.7,1.8,0,45.8
411,2018-06-16 14:00,27,272.7,1.5,0,46.4
411,2018-06-16 15:00,27.2,281.6,2.5,0,47.7
411,2018-06-16 16:00,27.4,236.6,2.3,0,45.8
411,2018-06-16 17:00,27.5,293.8,2.1,0,46.6
411,2018-06-16 18:00,26.9,297.7,3,0,50.5
411,2018-06-16 19:00,25.6,287.4,3.9,0,53.1
411,2018-06-16 20:00,23.8,283.3,3.6,0,61.7
411,2018-06-16 21:00,22.9,278.1,3.1,0,66.2
411,2018-06-16 22:00,21.8,301,3.4,0,72.5
411,2018-06-16 23:00,21.1,302.5,2.7,0,77.3
411,2018-06-17 00:00,20.6,310,2.9,0,79.5
411,2018-06-17 01:00,20.5,283.4,2.1,0,78.2
411,2018-06-17 02:00,19.9,0,.3,0,80.4
411,2018-06-17 03:00,19.6,240.7,1.3,0,78.6
411,2018-06-17 04:00,19.8,0,0,0,77.1
411,2018-06-17 05:00,19.7,0,0,0,78.5
411,2018-06-17 06:00,19.7,0,0,0,78.5
411,2018-06-17 07:00,21,0,0,0,75.1
411,2018-06-17 08:00,21.6,186.6,.7,0,73.2
411,2018-06-17 09:00,21.8,174.1,1.5,0,72.4
411,2018-06-17 10:00,22.4,139.2,1.1,0,71.5
411,2018-06-17 11:00,23.5,124.3,1.7,0,70
411,2018-06-17 12:00,24.2,161.2,1.4,0,63.2
411,2018-06-17 13:00,24.7,164.8,1.6,0,60.5
411,2018-06-17 14:00,26.6,267.6,1.7,0,54
411,2018-06-17 15:00,26,299.8,2.9,0,58.6
411,2018-06-17 16:00,25.5,328,3.1,0,60
411,2018-06-17 17:00,24.8,304.4,3.8,0,62
411,2018-06-17 18:00,24.4,301,4.4,0,63.7
411,2018-06-17 19:00,23.3,315.3,4.3,0,62.4
411,2018-06-17 20:00,22.5,303.6,2.3,0,67
411,2018-06-17 21:00,22.3,303.6,1.4,0,66.2
411,2018-06-17 22:00,22.5,309.9,.6,0,66.7
411,2018-06-17 23:00,21.8,297.2,1.5,0,70.4
411,2018-06-18 00:00,21.5,331.9,1.7,0,74.6
411,2018-06-18 01:00,21.3,327.3,1.2,0,75.8
411,2018-06-18 02:00,21.6,12.1,.6,0,72.9
411,2018-06-18 03:00,21.3,74.4,1.8,0,76.2
411,2018-06-18 04:00,21.2,0,.2,0,76.6
411,2018-06-18 05:00,21,0,0,0,77.6
411,2018-06-18 06:00,20.7,328.7,1.3,0,80.2
411,2018-06-18 07:00,21.5,0,0,0,76.8
411,2018-06-18 08:00,23.2,157.6,.7,0,72.1
411,2018-06-18 09:00,24.7,0,0,0,64.6
411,2018-06-18 10:00,26.5,234.1,1.8,0,59.6
411,2018-06-18 11:00,27.8,189,1.8,0,53.1
411,2018-06-18 12:00,27.8,275.2,2.1,0,49.6
411,2018-06-18 13:00,29.4,278.3,2.8,0,44.1
411,2018-06-18 14:00,30.4,216.9,1.9,0,37.1
411,2018-06-18 15:00,30.5,209.5,2.1,0,39.4
411,2018-06-18 16:00,29.9,291,3,0,38.7
411,2018-06-18 17:00,29,301,3.8,0,42.1
411,2018-06-18 18:00,28.4,302.9,3,0,39
411,2018-06-18 19:00,26.7,305.4,3,0,42.7
411,2018-06-18 20:00,24.5,299.7,2.5,0,45.3
411,2018-06-18 21:00,22.6,313.8,2.8,0,55.2
411,2018-06-18 22:00,22.1,285.8,2.1,0,59.1
411,2018-06-18 23:00,22.2,290.9,1.6,0,57.9
411,2018-06-19 00:00,21.3,0,0,0,62.7
411,2018-06-19 01:00,21.4,0,0,0,62.8
411,2018-06-19 02:00,21.4,0,0,0,64.3
411,2018-06-19 03:00,20.2,0,.1,0,72.6
411,2018-06-19 04:00,19.8,0,0,0,76.5
411,2018-06-19 05:00,19.7,0,0,0,78.1
411,2018-06-19 06:00,20.2,0,0,0,75.2
411,2018-06-19 07:00,20.7,0,0,0,76.6
411,2018-06-19 08:00,21.4,155.7,.8,0,71.1
411,2018-06-19 09:00,22.9,200.9,1.4,0,66.5
411,2018-06-19 10:00,23.7,222.3,1.8,0,63.6
411,2018-06-19 11:00,24.5,271.3,1.8,0,60.4
411,2018-06-19 12:00,25.4,168.7,1.3,0,53.9
411,2018-06-19 13:00,27.3,226.8,2,0,51.8
411,2018-06-19 14:00,26.6,243,1.9,0,47.8
411,2018-06-19 15:00,26.1,221.8,2.8,0,48.8
411,2018-06-19 16:00,25.2,206.6,3.4,0,50.1
411,2018-06-19 17:00,24,237.6,3,0,57.1
411,2018-06-19 18:00,23.1,232.4,3,0,60.8
411,2018-06-19 19:00,22.5,248.7,1.9,0,65
411,2018-06-19 20:00,21.6,234.5,3.2,0,67.2
411,2018-06-19 21:00,21,251.6,2.4,0,70.7
411,2018-06-19 22:00,19.9,299.9,3.3,0,74.8
411,2018-06-19 23:00,19.5,307.7,2.4,0,77.2
411,2018-06-20 00:00,19,310.7,2.3,0,77.4
411,2018-06-20 01:00,19.5,291.3,1.8,0,78.3
411,2018-06-20 02:00,18.6,302.5,1.7,0,85.9
411,2018-06-20 03:00,19.2,294.6,1.2,0,84.1
411,2018-06-20 04:00,19.1,306.2,2.7,0,88.3
411,2018-06-20 05:00,19.1,0,.2,0,90.3
411,2018-06-20 06:00,19.5,0,0,0,85.8
411,2018-06-20 07:00,20.4,0,0,0,83.1
411,2018-06-20 08:00,20.3,307.3,2.2,0,84.1
411,2018-06-20 09:00,21.1,324.4,2.7,0,79.9
411,2018-06-20 10:00,22,306.8,2.9,0,73
411,2018-06-20 11:00,23.6,267.5,2.6,0,64.6
411,2018-06-20 12:00,25.4,277.3,2.1,0,58.7
411,2018-06-20 13:00,27,278.2,2,0,55.5
411,2018-06-20 14:00,27.1,301.2,2.1,0,51.7
411,2018-06-20 15:00,27.9,287.4,3.1,0,44.2
411,2018-06-20 16:00,27.8,278.6,4.3,0,49.9
411,2018-06-20 17:00,27.6,291.5,2.9,0,55.5
411,2018-06-20 18:00,26.1,281.2,3.2,0,58.6
411,2018-06-20 19:00,23.8,243.2,2.8,0,65.5
411,2018-06-20 20:00,22.1,255.9,2.8,0,71
411,2018-06-20 21:00,20.6,269.5,2.8,0,76.2
411,2018-06-20 22:00,20,228.8,1.7,0,80.6
411,2018-06-20 23:00,19.8,290.9,3.1,0,85.4
411,2018-06-21 00:00,19.8,252.4,2,0,86.9
411,2018-06-21 01:00,19.8,256.4,1.8,0,85.3
411,2018-06-21 02:00,19.8,206,.5,0,86.5
411,2018-06-21 03:00,20,0,0,0,85.6
411,2018-06-21 04:00,19.7,218.4,1.7,0,87
411,2018-06-21 05:00,19.6,236.7,1.9,0,87.1
411,2018-06-21 06:00,19.7,250.6,2,0,85.8
411,2018-06-21 07:00,20.1,237.4,1.2,0,83.4
411,2018-06-21 08:00,21.5,256.1,1.1,0,71.6
411,2018-06-21 09:00,22.6,290.6,2,0,68.8
411,2018-06-21 10:00,23,268.2,1.9,0,66.2
411,2018-06-21 11:00,25.1,278.1,2.7,0,57.7
411,2018-06-21 12:00,26.1,280,3.4,0,52.4
411,2018-06-21 13:00,26.6,285.6,3.6,0,48.1
411,2018-06-21 14:00,28.1,284.8,3.6,0,39.4
411,2018-06-21 15:00,27.9,284,4.4,0,46.4
411,2018-06-21 16:00,28.4,289,3.7,0,46.7
411,2018-06-21 17:00,27.5,283.2,4.4,0,45.4
411,2018-06-21 18:00,27,288.8,4.3,0,41.3
411,2018-06-21 19:00,26,312.1,3,0,45.6
411,2018-06-21 20:00,24.4,293,2.1,0,55.6
411,2018-06-21 21:00,23.6,235.4,1.9,0,57.7
411,2018-06-21 22:00,21.5,305.5,3,0,70.8
411,2018-06-21 23:00,20.9,293.5,2.9,0,64.6
411,2018-06-22 00:00,19.9,312.6,2.6,0,73.4
411,2018-06-22 01:00,19.4,311,2.2,0,81.6
411,2018-06-22 02:00,19.2,310.3,2.5,0,87.8
411,2018-06-22 03:00,18.6,318,1.5,0,92.6
411,2018-06-22 04:00,19.1,0,0,0,90.4
411,2018-06-22 05:00,19.3,0,0,0,89.3
411,2018-06-22 06:00,19.4,163.7,1.3,0,90.6
411,2018-06-22 07:00,20.9,150.3,1.5,0,78.7
411,2018-06-22 08:00,23.1,125.6,1,0,64.8
411,2018-06-22 09:00,25,124.4,2.1,0,53.4
411,2018-06-22 10:00,27,164.6,2.1,0,44.5
411,2018-06-22 11:00,28.2,169.2,2.4,0,38.2
411,2018-06-22 12:00,29.5,0,0,0,30.2
411,2018-06-22 13:00,30.5,159.6,2.7,0,27.8
411,2018-06-22 14:00,31.7,237.9,1.9,0,21.6
411,2018-06-22 15:00,30.5,262.4,2.7,0,35.7
411,2018-06-22 16:00,30.6,266,2.1,0,35.4
411,2018-06-22 17:00,29.9,303.7,5.2,0,30.8
411,2018-06-22 18:00,28.9,306.4,3.9,0,31.2
411,2018-06-22 19:00,25.7,310.9,4,0,39.9
411,2018-06-22 20:00,24.5,304.5,3.8,0,40.9
411,2018-06-22 21:00,23.4,316.1,2.1,0,40.3
411,2018-06-22 22:00,23.6,0,.3,0,35.7
411,2018-06-22 23:00,23.8,6.1,1.7,0,34.2
411,2018-06-23 00:00,23.5,282.2,1.5,0,39.6
411,2018-06-23 01:00,23.4,0,0,0,43.9
411,2018-06-23 02:00,22.9,242.3,1.9,0,44.4
411,2018-06-23 03:00,22.1,172.2,1.5,0,46.7
411,2018-06-23 04:00,22.1,164.2,.8,0,47.9
411,2018-06-23 05:00,21.8,151.3,2.2,0,52.7
411,2018-06-23 06:00,22.1,109.2,3.5,0,47.6
411,2018-06-23 07:00,22.3,149.9,2,0,47.4
411,2018-06-23 08:00,23.6,160.1,.8,0,47.4
411,2018-06-23 09:00,24.7,179,1.3,0,44.3
411,2018-06-23 10:00,26.4,174.4,2.3,0,39.9
411,2018-06-23 11:00,28.2,212.4,2.1,0,33.8
411,2018-06-23 12:00,28,249.2,2.3,0,37.2
411,2018-06-23 13:00,28.1,262.7,3.1,0,44.2
411,2018-06-23 14:00,27.6,227.2,2.7,0,47.4
411,2018-06-23 15:00,27.8,264.1,3,0,46.7
411,2018-06-23 16:00,27.6,252.1,3.2,0,51.3
411,2018-06-23 17:00,26.9,235.9,3.2,0,54
411,2018-06-23 18:00,25.5,269.4,2.9,0,59.8
411,2018-06-23 19:00,24.5,249.4,2.9,0,66.6
411,2018-06-23 20:00,23.8,231.8,3.2,0,67.9
411,2018-06-23 21:00,22.9,232.3,2,0,72.6
411,2018-06-23 22:00,21.9,212.6,2.3,0,80.5
411,2018-06-23 23:00,21.7,233.7,2.2,0,83.8
411,2018-06-24 00:00,21,216.5,1.7,0,87
411,2018-06-24 01:00,20.5,286.8,2.1,0,89.1
411,2018-06-24 02:00,20.4,304.3,1.4,0,92.3
411,2018-06-24 03:00,20.3,0,0,0,91.7
411,2018-06-24 04:00,20,186.8,1.7,0,92.4
411,2018-06-24 05:00,19.7,244.7,1.3,0,92.7
411,2018-06-24 06:00,19.8,241.4,2.1,0,92.6
411,2018-06-24 07:00,20.2,208.9,1.8,0,89.1
411,2018-06-24 08:00,21.9,182.9,1,0,80.2
411,2018-06-24 09:00,23.6,164.5,1.5,0,69.8
411,2018-06-24 10:00,25.7,184.2,1.5,0,63.7
411,2018-06-24 11:00,28.1,250.9,1.3,0,57.1
411,2018-06-24 12:00,29.6,229.9,1.9,0,47.2
411,2018-06-24 13:00,31,300.9,3,0,40.4
411,2018-06-24 14:00,31.5,288.8,3.2,0,32.4
411,2018-06-24 15:00,31,293.8,4.5,0,35.4
411,2018-06-24 16:00,31,300.1,3.3,0,40.7
411,2018-06-24 17:00,29.5,237.8,2.8,0,38.5
411,2018-06-24 18:00,28.7,249.8,2.8,0,40.3
411,2018-06-24 19:00,26.5,259.4,2.8,0,44.3
411,2018-06-24 20:00,24.4,210.7,2.7,0,59.9
411,2018-06-24 21:00,23.2,311.5,1.2,0,75.2
411,2018-06-24 22:00,23.8,232.7,1.2,0,69.6
411,2018-06-24 23:00,22.8,0,0,0,77.2
411,2018-06-25 00:00,22.3,0,.2,0,79.8
411,2018-06-25 01:00,22.3,259.7,1.2,0,81.3
411,2018-06-25 02:00,21.9,198.3,.8,0,85.4
411,2018-06-25 03:00,21.7,180.4,1.4,0,87.9
411,2018-06-25 04:00,21.6,190.7,1,0,88.8
411,2018-06-25 05:00,21.8,163.1,1.4,0,85.9
411,2018-06-25 06:00,22,164,1.1,0,83.8
411,2018-06-25 07:00,23.1,115.2,1.8,0,75.6
411,2018-06-25 08:00,24.8,68,1.5,0,68.9
411,2018-06-25 09:00,24.8,76.7,1.5,0,66.6
411,2018-06-25 10:00,26.1,113.3,1.2,0,62.2
411,2018-06-25 11:00,28.6,124.5,2,0,53.9
411,2018-06-25 12:00,29.6,205.3,1.9,0,51.7
411,2018-06-25 13:00,30.6,155.1,1.3,0,44.3
411,2018-06-25 14:00,32.2,262.9,2.1,0,40.7
411,2018-06-25 15:00,32.3,292.8,2.6,0,41.2
411,2018-06-25 16:00,31.2,276.6,3.1,0,42.6
411,2018-06-25 17:00,30.4,322.8,2.1,0,45.4
411,2018-06-25 18:00,29.6,301.9,2.1,0,45.9
411,2018-06-25 19:00,28.9,295.4,2.7,0,47.4
411,2018-06-25 20:00,28,305.1,2.5,0,53.9
411,2018-06-25 21:00,27.7,6.3,1.2,0,58.4
411,2018-06-25 22:00,28.2,0,0,0,55
411,2018-06-25 23:00,27.5,0,0,0,61.5
411,2018-06-26 00:00,26.5,224.1,1.8,0,66.9
411,2018-06-26 01:00,26.4,232.8,2.8,0,53
411,2018-06-26 02:00,25.5,225.2,2.1,0,52.9
411,2018-06-26 03:00,24.5,203.1,1.4,0,53.8
411,2018-06-26 04:00,24.4,222.4,.6,0,53.5
411,2018-06-26 05:00,23,244.5,.7,0,63.4
411,2018-06-26 06:00,21.6,81,1,1,76.2
411,2018-06-26 07:00,20.4,100,3.5,1,87.2
411,2018-06-26 08:00,19.9,81,1.7,3.5,89.3
411,2018-06-26 09:00,19.9,104,3.4,7,96.5
411,2018-06-26 10:00,20,105.2,4.2,10,96.9
411,2018-06-26 11:00,20,112.7,5.5,15.5,96.9
411,2018-06-26 12:00,20.1,100.7,5.1,5,96.9
411,2018-06-26 13:00,20.3,104.2,5.5,13.5,96.9
411,2018-06-26 14:00,20.9,98.9,4,2,96.9
411,2018-06-26 15:00,22.5,147.7,3.5,4,96.9
411,2018-06-26 16:00,23.4,162.9,4.1,1,96.9
411,2018-06-26 17:00,23.8,181.3,4.1,2,96.9
411,2018-06-26 18:00,23.9,190.9,4.9,.5,96.9
411,2018-06-26 19:00,24,205.5,4.6,2,96.9
411,2018-06-26 20:00,23.8,238.8,3.9,0,96.7
411,2018-06-26 21:00,23.1,238.1,5.8,1,96.2
411,2018-06-26 22:00,22,240,4.8,.5,96.9
411,2018-06-26 23:00,21.1,232.6,5.7,0,92.8
411,2018-06-27 00:00,20.1,235.6,3.7,0,95.4
411,2018-06-27 01:00,19.5,209.2,4.3,0,96.9
411,2018-06-27 02:00,19.2,207.6,3.7,0,96.9
411,2018-06-27 03:00,19,237.2,2.7,.5,96.9
411,2018-06-27 04:00,18.9,209.9,.7,0,96.9
411,2018-06-27 05:00,18.8,0,.4,0,96.9
411,2018-06-27 06:00,18.9,167.6,.6,0,96.9
411,2018-06-27 07:00,19.2,0,.1,0,96.9
411,2018-06-27 08:00,19.3,188.7,1.2,0,96.9
411,2018-06-27 09:00,19.7,202.3,1.4,0,96.9
411,2018-06-27 10:00,21.6,155.8,.5,0,96.9
411,2018-06-27 11:00,23.5,265.1,1.3,0,82.8
411,2018-06-27 12:00,25.1,215.3,2.2,0,74.6
411,2018-06-27 13:00,24.9,188.8,2.1,0,73.4
411,2018-06-27 14:00,24.6,184.1,2.1,0,75.6
411,2018-06-27 15:00,24.4,170.7,2.7,0,75.8
411,2018-06-27 16:00,25,247.8,2.4,0,75.5
411,2018-06-27 17:00,25.2,284.2,2.4,0,72.4
411,2018-06-27 18:00,25,246.1,1.6,0,71
411,2018-06-27 19:00,24.3,246.5,2.4,0,72.8
411,2018-06-27 20:00,23.5,223.9,1.8,0,74.5
411,2018-06-27 21:00,23.1,237,1.8,0,73
411,2018-06-27 22:00,22.3,231.7,2.6,0,81.9
411,2018-06-27 23:00,21.6,199.6,1.2,0,88.8
411,2018-06-28 00:00,21.5,189.6,1.2,0,91.1
411,2018-06-28 01:00,22.3,0,.2,0,87.9
411,2018-06-28 02:00,22,158.1,1.7,0,92
411,2018-06-28 03:00,22.3,103.7,.8,0,89.5
411,2018-06-28 04:00,21.7,101,.8,.5,95
411,2018-06-28 05:00,21.8,105.9,1.5,0,96.6
411,2018-06-28 06:00,22.3,122.3,1.4,0,93.9
411,2018-06-28 07:00,23.4,105.9,1.9,0,88.7
411,2018-06-28 08:00,24.5,72.3,1.2,0,78.9
411,2018-06-28 09:00,24.7,175.8,1.4,0,80.8
411,2018-06-28 10:00,25,168.2,1.1,0,76.7
