지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
411,2018-04-29 03:00,12.3,0,0,0,55.1
411,2018-04-29 04:00,12.5,0,0,0,56.4
411,2018-04-29 05:00,11.9,0,0,0,60.2
411,2018-04-29 06:00,11.4,95.2,1.6,0,58.2
411,2018-04-29 07:00,12.7,90.3,2,0,55.5
411,2018-04-29 08:00,14.6,100.5,2.3,0,47.3
411,2018-04-29 09:00,16.7,156.3,1.4,0,37.8
411,2018-04-29 10:00,17.7,0,0,0,34.8
411,2018-04-29 11:00,19.9,229.1,1.8,0,29.9
411,2018-04-29 12:00,22.1,222.5,2.7,0,30.1
411,2018-04-29 13:00,22,251,2,0,30.1
411,2018-04-29 14:00,21.5,291.1,4.1,0,25.9
411,2018-04-29 15:00,22.2,272.6,3.6,0,24.3
411,2018-04-29 16:00,22.3,268.6,2.8,0,26.5
411,2018-04-29 17:00,20.9,280,3.7,0,30
411,2018-04-29 18:00,19.2,273.7,4.9,0,30
411,2018-04-29 19:00,16.9,308.9,2.9,0,42.2
411,2018-04-29 20:00,17,272.6,2,0,41.2
411,2018-04-29 21:00,17.1,246.3,1.2,0,38.2
411,2018-04-29 22:00,16,242.7,2.6,0,48.5
411,2018-04-29 23:00,15.3,0,0,0,52.4
411,2018-04-30 00:00,15.2,206.2,1.5,0,55.9
411,2018-04-30 01:00,14.6,248.1,2,0,60.7
411,2018-04-30 02:00,14.6,235,.8,0,62.9
411,2018-04-30 03:00,14.7,0,0,0,60.7
411,2018-04-30 04:00,14.8,0,0,0,59.2
411,2018-04-30 05:00,14.9,0,0,0,65.8
411,2018-04-30 06:00,14.6,0,0,0,77.9
411,2018-04-30 07:00,14.7,0,0,0,81.3
411,2018-04-30 08:00,15.8,0,0,0,76.9
411,2018-04-30 09:00,18.1,109.9,1.4,0,65.6
411,2018-04-30 10:00,19.3,144.8,1.7,0,57.1
411,2018-04-30 11:00,21.6,0,0,0,56
411,2018-04-30 12:00,22,163.9,1.2,0,52.1
411,2018-04-30 13:00,23.5,284.3,2.1,0,50.9
411,2018-04-30 14:00,23.7,286.1,2.2,0,52
411,2018-04-30 15:00,24.6,283.1,2.6,0,53.1
411,2018-04-30 16:00,24,288.2,2.3,0,50.6
411,2018-04-30 17:00,22.7,286.9,4.6,0,55.4
411,2018-04-30 18:00,22,288.3,4.4,0,58.5
411,2018-04-30 19:00,20.1,299.4,5,0,68.6
411,2018-04-30 20:00,19,290.7,1.4,0,73.8
411,2018-04-30 21:00,18.4,280.3,1.9,0,75.1
411,2018-04-30 22:00,18.3,279.7,1.9,0,78
411,2018-04-30 23:00,18.3,210.9,.6,0,80.4
411,2018-05-01 00:00,18.3,218.1,1.7,0,82.5
411,2018-05-01 01:00,17.7,237.7,.8,0,88.4
411,2018-05-01 02:00,17.5,0,.3,0,90.6
411,2018-05-01 03:00,17.7,0,0,0,88.6
411,2018-05-01 04:00,17.8,36,.9,0,87.5
411,2018-05-01 05:00,17.9,146.1,1.3,0,89
411,2018-05-01 06:00,17.8,105.6,1.7,0,89.6
411,2018-05-01 07:00,18.3,70,1.4,0,83.8
411,2018-05-01 08:00,19.3,87.3,1.9,0,78.1
411,2018-05-01 09:00,21.4,91,2.5,0,68.5
411,2018-05-01 10:00,22.4,122.3,2.4,0,62.1
411,2018-05-01 11:00,21.6,214.5,.7,0,67.1
411,2018-05-01 12:00,22.7,317.9,3.9,0,68.7
411,2018-05-01 13:00,23.5,314.1,3.8,0,65.4
411,2018-05-01 14:00,22.4,283,3.9,0,68.3
411,2018-05-01 15:00,22.9,324.7,2.5,0,65
411,2018-05-01 16:00,21.9,275.2,3.3,0,65.1
411,2018-05-01 17:00,21.3,308.2,3,0,69.5
411,2018-05-01 18:00,21,298.7,2.6,0,70.8
411,2018-05-01 19:00,20.4,272.9,2.2,0,72.9
411,2018-05-01 20:00,20,0,.3,0,74.8
411,2018-05-01 21:00,20,0,.1,0,74.1
411,2018-05-01 22:00,20,0,.2,0,74.8
411,2018-05-01 23:00,20,146,.8,0,75.9
411,2018-05-02 00:00,20,0,0,0,75.8
411,2018-05-02 01:00,19.2,303.8,2.1,0,80.6
411,2018-05-02 02:00,18.2,304.6,2.4,0,85.6
411,2018-05-02 03:00,18.1,325.3,2,0,86
411,2018-05-02 04:00,18.5,0,0,0,81.6
411,2018-05-02 05:00,18.3,0,.1,0,87.1
411,2018-05-02 06:00,18,76.8,.6,0,88.8
411,2018-05-02 07:00,17.3,64.5,.8,.5,92
411,2018-05-02 08:00,17.2,81.2,2.5,.5,92.5
411,2018-05-02 09:00,17.5,84.1,1.2,0,91.7
411,2018-05-02 10:00,17.9,94.9,2.5,0,86.6
411,2018-05-02 11:00,18.1,79.7,2,0,85.1
411,2018-05-02 12:00,16.6,61.7,1.9,5,94.5
411,2018-05-02 13:00,17.6,0,0,3.5,96.9
411,2018-05-02 14:00,17.7,246.8,2,0,95.3
411,2018-05-02 15:00,16.1,253.3,3.9,0,91.6
411,2018-05-02 16:00,14.6,260.1,4.9,0,95.7
411,2018-05-02 17:00,13.3,244.4,3.4,0,92.7
411,2018-05-02 18:00,13.1,238.4,3.9,0,90.8
411,2018-05-02 19:00,11.8,298.7,6.6,.5,94.9
411,2018-05-02 20:00,10.7,281.4,6.5,.5,96
411,2018-05-02 21:00,10.3,291.9,5.8,.5,93.7
411,2018-05-02 22:00,10.3,299.5,7,0,84.2
411,2018-05-02 23:00,9.8,316.6,5.2,0,86.5
411,2018-05-03 00:00,8.5,317.2,5.9,0,85.6
411,2018-05-03 01:00,7.5,317.1,2.7,0,84.4
411,2018-05-03 02:00,7.5,302.5,2.5,0,85.7
411,2018-05-03 03:00,8.3,267.5,1.1,0,81.6
411,2018-05-03 04:00,8.5,0,0,0,79.2
411,2018-05-03 05:00,8.7,234.3,2.3,0,82.3
411,2018-05-03 06:00,8.6,224.8,2,0,86.4
411,2018-05-03 07:00,10,239.9,.9,0,79.1
411,2018-05-03 08:00,12.6,270,2.9,0,60.4
411,2018-05-03 09:00,14.3,292.8,4.1,0,51.9
411,2018-05-03 10:00,13.9,286.1,6.7,0,50.4
411,2018-05-03 11:00,13.3,285.8,5.3,0,59.1
411,2018-05-03 12:00,14,265,4.7,0,56.3
411,2018-05-03 13:00,12.2,288.2,4.6,.5,68
411,2018-05-03 14:00,13.8,283.6,4.4,2.5,67.8
411,2018-05-03 15:00,11.4,311.9,7.3,1.5,69.1
411,2018-05-03 16:00,11.7,302.6,6.5,0,65.5
411,2018-05-03 17:00,13.7,293.2,5.3,0,56.3
411,2018-05-03 18:00,13.7,284.1,5.8,0,51.2
411,2018-05-03 19:00,13.3,291.5,5.5,0,51.3
411,2018-05-03 20:00,12.6,297.4,5.1,0,50.9
411,2018-05-03 21:00,12.3,277.2,2.8,0,51.6
411,2018-05-03 22:00,11.5,274.5,3.4,0,59.6
411,2018-05-03 23:00,11.5,279.5,1.1,0,57.8
411,2018-05-04 00:00,11.1,258.4,3.2,0,56.3
411,2018-05-04 01:00,10.9,238.8,2.2,0,60.2
411,2018-05-04 02:00,10.9,247.7,2.4,0,63.5
411,2018-05-04 03:00,10.9,267.5,1.7,0,62.2
411,2018-05-04 04:00,10.9,277.8,3.5,0,57.1
411,2018-05-04 05:00,10.8,281.9,3.4,0,54.5
411,2018-05-04 06:00,10.6,278.4,3.1,0,52.8
411,2018-05-04 07:00,11.7,278.8,3.4,0,54.7
411,2018-05-04 08:00,13.7,285.6,3.5,0,48.1
411,2018-05-04 09:00,15.5,285,3.8,0,43.1
411,2018-05-04 10:00,16.1,278.7,5.6,0,38.8
411,2018-05-04 11:00,17.7,275.1,4,0,36.6
411,2018-05-04 12:00,18.5,275.4,4.5,0,34.9
411,2018-05-04 13:00,18.9,274,4.2,0,30.4
411,2018-05-04 14:00,19.6,269.9,5.6,0,30.6
411,2018-05-04 15:00,19,247.4,6.7,0,31.4
411,2018-05-04 16:00,18.5,279.5,7.8,0,29.7
411,2018-05-04 17:00,17.5,282.7,7.5,0,35.3
411,2018-05-04 18:00,16.9,264.6,4,0,40.6
411,2018-05-04 19:00,14.6,261.5,4.6,0,45.2
411,2018-05-04 20:00,14,243.1,3.7,0,46.2
411,2018-05-04 21:00,13.2,228.6,2.4,0,51.5
411,2018-05-04 22:00,11.9,176.8,2,0,62.3
411,2018-05-04 23:00,12.5,245.5,2.8,0,61.4
411,2018-05-05 00:00,12.5,152.2,1.2,0,61
411,2018-05-05 01:00,12.4,177.3,1.3,0,57.1
411,2018-05-05 02:00,12.4,181.1,1.5,0,55.9
411,2018-05-05 03:00,12.6,165.7,1.6,0,54.1
411,2018-05-05 04:00,12.2,172,1.9,0,56.4
411,2018-05-05 05:00,12.2,174.9,2,0,58.5
411,2018-05-05 06:00,12.4,170.8,1.3,0,60.2
411,2018-05-05 07:00,13.7,171,2.2,0,57.6
411,2018-05-05 08:00,15.2,155.9,2,0,53.7
411,2018-05-05 09:00,16.9,208.2,2.3,0,52.5
411,2018-05-05 10:00,19.3,181.8,2.5,0,47.6
411,2018-05-05 11:00,21,226.7,2.2,0,40.9
411,2018-05-05 12:00,23,212.2,3.3,0,37
411,2018-05-05 13:00,23.4,219.1,3.8,0,35.9
411,2018-05-05 14:00,24.1,189.7,3.4,0,36.7
411,2018-05-05 15:00,23.6,236.3,4.9,0,29.2
411,2018-05-05 16:00,23.1,223.7,3.5,0,33.1
411,2018-05-05 17:00,23.3,216.1,4.4,0,30.9
411,2018-05-05 18:00,21.4,189.1,3.6,0,37.5
411,2018-05-05 19:00,19.7,221.6,3.2,0,52
411,2018-05-05 20:00,19.1,217.3,2.2,0,57.4
411,2018-05-05 21:00,18.9,195.4,3.3,0,62.1
411,2018-05-05 22:00,18.7,198.1,2.4,0,65.3
411,2018-05-05 23:00,18.7,205.3,3.3,0,66.5
411,2018-05-06 00:00,18.4,211.6,3.1,0,67.6
411,2018-05-06 01:00,17.7,225.7,2.2,0,73.1
411,2018-05-06 02:00,16.6,258.8,2,0,82.6
411,2018-05-06 03:00,15.5,209,1.3,2,93.2
411,2018-05-06 04:00,14.8,236.4,.7,1.5,94.8
411,2018-05-06 05:00,14.8,116.4,1.4,2,96.9
411,2018-05-06 06:00,14.9,107.5,1.4,2.5,96.9
411,2018-05-06 07:00,14.9,100.7,2.7,2.5,96.9
411,2018-05-06 08:00,14.9,106.1,2.2,1.5,96.9
411,2018-05-06 09:00,14.9,92.8,2.8,.5,96.9
411,2018-05-06 10:00,14.9,75.4,3,1.5,96.9
411,2018-05-06 11:00,15,70.5,2,4,96.9
411,2018-05-06 12:00,15.4,66.5,1.8,2.5,96.9
411,2018-05-06 13:00,16.1,89.6,3.1,.5,93.9
411,2018-05-06 14:00,16.7,96.6,3.2,0,88.2
411,2018-05-06 15:00,17.4,95.5,5,0,76.6
411,2018-05-06 16:00,18.8,92.5,3.9,0,71.6
411,2018-05-06 17:00,20.1,28.5,3.4,0,66.6
411,2018-05-06 18:00,18.9,101.8,2.9,0,68.8
411,2018-05-06 19:00,18.3,63.7,1.5,0,70.6
411,2018-05-06 20:00,17.8,89.9,1.9,0,72.7
411,2018-05-06 21:00,17.5,84.1,1.8,0,72.8
411,2018-05-06 22:00,17.4,70.9,2.1,0,74.2
411,2018-05-06 23:00,17.2,81.1,1.2,0,76
411,2018-05-07 00:00,16.5,41,1.2,0,79.3
411,2018-05-07 01:00,16.5,67.9,1.4,0,80
411,2018-05-07 02:00,15.8,71,1.9,0,81.3
411,2018-05-07 03:00,15.7,77.4,2.2,0,80.5
411,2018-05-07 04:00,15.5,75.7,2.1,0,81.7
411,2018-05-07 05:00,15.2,95.4,2.6,0,82.7
411,2018-05-07 06:00,14.8,4.8,2.7,0,84.6
411,2018-05-07 07:00,15.4,352.6,1.1,0,82.6
411,2018-05-07 08:00,15.9,88.1,1.6,0,77.7
411,2018-05-07 09:00,17.4,330.3,1,0,72.7
411,2018-05-07 10:00,17.8,269.2,.6,0,73.6
411,2018-05-07 11:00,20.9,148.3,1.6,0,65.1
411,2018-05-07 12:00,23.6,287,2,0,51.3
411,2018-05-07 13:00,23.4,328.9,1.9,0,47.7
411,2018-05-07 14:00,23,183,1.8,0,50.8
411,2018-05-07 15:00,23.8,283.9,3.1,0,40.2
411,2018-05-07 16:00,24.2,276.5,2.5,0,39.5
411,2018-05-07 17:00,25.3,279.3,3.8,0,33.8
411,2018-05-07 18:00,24.9,300.3,2.5,0,34.6
411,2018-05-07 19:00,22.2,284.8,3.2,0,49
411,2018-05-07 20:00,20.1,285.6,2.3,0,61.3
411,2018-05-07 21:00,19,228.4,1.6,0,65.3
411,2018-05-07 22:00,18.1,199.2,1.4,0,61.6
411,2018-05-07 23:00,17.9,221.9,1.2,0,57.8
411,2018-05-08 00:00,17.2,2.3,2.2,0,64.6
411,2018-05-08 01:00,17,73.3,3.7,0,63.3
411,2018-05-08 02:00,16.6,81.4,5.2,0,63.3
411,2018-05-08 03:00,16.1,84.9,4.9,0,64.1
411,2018-05-08 04:00,15.9,87.4,5.1,0,64.3
411,2018-05-08 05:00,15.7,85.2,5.5,0,64.4
411,2018-05-08 06:00,15.5,80.7,4.9,0,65
411,2018-05-08 07:00,16.1,76,5.1,0,61.3
411,2018-05-08 08:00,17.8,79.9,3.3,0,57.7
411,2018-05-08 09:00,18.6,87.1,5.1,0,53.3
411,2018-05-08 10:00,19.7,67.8,4.4,0,52.7
411,2018-05-08 11:00,20.9,84.9,3.3,0,49.8
411,2018-05-08 12:00,21.3,98.6,3.6,0,46.5
411,2018-05-08 13:00,20.5,97.2,4.1,0,47.1
411,2018-05-08 14:00,20.9,89.7,3.7,0,45.6
411,2018-05-08 15:00,21.6,92.4,4.4,0,42.5
411,2018-05-08 16:00,20.3,79.7,3.1,0,45
411,2018-05-08 17:00,20.3,79,3.8,0,43.5
411,2018-05-08 18:00,19.8,27.2,3.4,0,43.1
411,2018-05-08 19:00,17.4,71.3,5.5,0,44.8
411,2018-05-08 20:00,15.5,77.4,7.1,0,48.3
411,2018-05-08 21:00,14.5,82.3,7.2,0,50.3
411,2018-05-08 22:00,13.1,75.8,6.2,0,55.9
411,2018-05-08 23:00,12.3,73,4.3,0,58.6
411,2018-05-09 00:00,11.8,74.2,4.6,0,59.4
411,2018-05-09 01:00,11.6,77.5,5.4,0,59.3
411,2018-05-09 02:00,11.5,83.3,4.6,0,59.2
411,2018-05-09 03:00,11.1,76.9,3,0,61.3
411,2018-05-09 04:00,10.8,49.7,1.7,0,61.9
411,2018-05-09 05:00,10.6,39.1,2.2,0,62.5
411,2018-05-09 06:00,10.2,72.4,3.2,0,65.5
411,2018-05-09 07:00,11.7,90,4.4,0,60
411,2018-05-09 08:00,13.1,103.3,3.1,0,55.2
411,2018-05-09 09:00,15.1,94.6,2.3,0,49.5
411,2018-05-09 10:00,16.5,160.9,2.4,0,43.6
411,2018-05-09 11:00,17.7,168.1,2.3,0,40.7
411,2018-05-09 12:00,19.2,169.2,2.3,0,40.1
411,2018-05-09 13:00,19.9,198.7,2.1,0,40.9
411,2018-05-09 14:00,19.5,296.5,2.5,0,38.1
411,2018-05-09 15:00,20.8,255.1,2.8,0,37
411,2018-05-09 16:00,21.1,281.8,3.4,0,37.8
411,2018-05-09 17:00,20.9,280.3,3.6,0,38.3
411,2018-05-09 18:00,19.8,283.3,2.7,0,43.4
411,2018-05-09 19:00,17.8,314.6,3.5,0,51.4
411,2018-05-09 20:00,16.6,301.6,2.7,0,53.2
411,2018-05-09 21:00,15.8,295.1,3.6,0,59.2
411,2018-05-09 22:00,15.3,302.9,3.4,0,63.4
411,2018-05-09 23:00,14.8,308.6,2.5,0,64.8
411,2018-05-10 00:00,14.6,262.2,1.9,0,66
411,2018-05-10 01:00,14,297.4,1.4,0,68.3
411,2018-05-10 02:00,13.2,294,1.9,0,71.6
411,2018-05-10 03:00,12.3,314.1,2,0,79.1
411,2018-05-10 04:00,12.5,330.5,.7,0,78.2
411,2018-05-10 05:00,12.3,240.1,.9,0,79.7
411,2018-05-10 06:00,12.1,177.9,1.4,0,79.3
411,2018-05-10 07:00,12.9,207,1.7,0,76.3
411,2018-05-10 08:00,14.5,166.3,1.5,0,67.1
411,2018-05-10 09:00,17.2,184.6,1.5,0,57.2
411,2018-05-10 10:00,17.6,222.5,2.4,0,54.6
411,2018-05-10 11:00,19.6,212.4,2.4,0,52.4
411,2018-05-10 12:00,20.8,215.5,1.5,0,48.8
411,2018-05-10 13:00,20.8,280.3,3.4,0,51.2
411,2018-05-10 14:00,21,280.3,4.6,0,48.2
411,2018-05-10 15:00,20.1,283.8,4.4,0,51.9
411,2018-05-10 16:00,19.1,278.5,4.5,0,60
411,2018-05-10 17:00,19.2,288,3.9,0,58.4
411,2018-05-10 18:00,17.3,294.3,3.9,0,63.6
411,2018-05-10 19:00,13.9,302.9,4.8,0,79.9
411,2018-05-10 20:00,12.4,295.5,4.6,0,87.1
411,2018-05-10 21:00,12.3,308.8,2.8,0,88.1
411,2018-05-10 22:00,12.3,316.6,2.2,0,88
411,2018-05-10 23:00,12.4,310.4,2.1,0,88
411,2018-05-11 00:00,12.5,292.7,1.1,0,87.3
411,2018-05-11 01:00,12.3,298.5,2.3,0,86.7
411,2018-05-11 02:00,11.8,303.9,2.7,0,89.6
411,2018-05-11 03:00,11.7,320.6,1.5,0,91
411,2018-05-11 04:00,11.5,352.1,.8,0,91.2
411,2018-05-11 05:00,11.8,281.6,.6,0,89.2
411,2018-05-11 06:00,12.1,228.1,.6,0,87.2
411,2018-05-11 07:00,12.2,189.1,1.3,0,86.7
411,2018-05-11 08:00,13.1,0,.2,0,81.9
411,2018-05-11 09:00,14.4,162.6,1.9,0,75.7
411,2018-05-11 10:00,16.4,148.1,2.1,0,63.1
411,2018-05-11 11:00,18.9,175.7,1.4,0,59.3
411,2018-05-11 12:00,19.7,295.3,2.3,0,55
411,2018-05-11 13:00,21.2,290.9,2.7,0,53.6
411,2018-05-11 14:00,20,286,3.3,0,54.7
411,2018-05-11 15:00,19.8,311.5,3.6,0,57.2
411,2018-05-11 16:00,18.5,303.1,3.7,0,57.3
411,2018-05-11 17:00,18.6,287.7,3,0,50
411,2018-05-11 18:00,17.5,309.1,3.8,0,43.6
411,2018-05-11 19:00,16.8,288.8,3.3,0,46
411,2018-05-11 20:00,16.4,314.1,1.3,0,45.8
411,2018-05-11 21:00,16.3,307.7,1.9,0,44.9
411,2018-05-11 22:00,16.5,69,1.6,0,46.3
411,2018-05-11 23:00,17,246.8,2,0,45.6
411,2018-05-12 00:00,16,186.3,1.3,0,57.5
411,2018-05-12 01:00,15.7,259,2.1,0,49.2
411,2018-05-12 02:00,15.2,314.9,1.5,0,65.3
411,2018-05-12 03:00,15.6,132.5,1.9,0,56.4
411,2018-05-12 04:00,15.9,105.6,2.4,0,54.6
411,2018-05-12 05:00,15.4,2.1,1.5,0,62.4
411,2018-05-12 06:00,14.1,107.5,3.4,0,63.1
411,2018-05-12 07:00,13.6,116.4,5.1,.5,60.5
411,2018-05-12 08:00,11,99.7,3,1.5,90.4
411,2018-05-12 09:00,11.4,98.7,4.1,2.5,95.7
411,2018-05-12 10:00,11.7,105.1,3.9,2.5,96.3
411,2018-05-12 11:00,12,96.8,3.2,2.5,96.9
411,2018-05-12 12:00,12.4,96.3,3.9,2,96.9
411,2018-05-12 13:00,13.1,109,2.8,2.5,96.9
411,2018-05-12 14:00,13.5,0,.4,2,96.9
411,2018-05-12 15:00,14.1,115.1,.5,2.5,96.9
411,2018-05-12 16:00,14.7,127.9,1,1.5,96.9
411,2018-05-12 17:00,15.3,200.6,3.1,1.5,96.9
411,2018-05-12 18:00,15.4,0,0,2,96.9
411,2018-05-12 19:00,15.5,163,1.2,2,96.9
411,2018-05-12 20:00,15.6,173.4,.6,1,96.9
411,2018-05-12 21:00,15.7,176.4,.6,.5,96.9
411,2018-05-12 22:00,15.7,0,0,1,96.9
411,2018-05-12 23:00,15.7,226.4,1.7,1,96.9
411,2018-05-13 00:00,15.1,234.1,1,0,96.9
411,2018-05-13 01:00,14.6,210.5,1.3,.5,96.9
411,2018-05-13 02:00,14,202,2.3,0,96.9
411,2018-05-13 03:00,13.8,235.3,1.8,0,96.9
411,2018-05-13 04:00,13.6,298.1,2.9,0,96.9
411,2018-05-13 05:00,13.1,283.3,1.4,0,96.9
411,2018-05-13 06:00,13.4,296.6,2.4,0,96.9
411,2018-05-13 07:00,13.7,290.4,1.5,0,96.9
411,2018-05-13 08:00,13.8,269.5,1.7,0,96.9
411,2018-05-13 09:00,14.5,0,0,0,96.9
411,2018-05-13 10:00,15.4,242.8,1.7,0,94.7
411,2018-05-13 11:00,17.5,313.7,1.2,0,78.5
411,2018-05-13 12:00,18.7,0,.1,0,72.3
411,2018-05-13 13:00,18.7,270,1.6,0,68.1
411,2018-05-13 14:00,19.4,257.8,3.1,0,66.6
411,2018-05-13 15:00,19.6,283.5,2.9,0,65.2
411,2018-05-13 16:00,18.9,257.9,2.7,0,66.1
411,2018-05-13 17:00,18.4,217.1,2.4,0,67.9
411,2018-05-13 18:00,17.8,221.2,1.4,0,70.5
411,2018-05-13 19:00,16,218.2,2.2,0,76.9
411,2018-05-13 20:00,14.5,291.9,2.6,0,83.2
411,2018-05-13 21:00,12.7,303.4,2.1,0,92
411,2018-05-13 22:00,12.7,308.2,1.2,0,92.5
411,2018-05-13 23:00,12.7,290.2,.9,0,93.3
411,2018-05-14 00:00,12.8,0,.4,0,91.5
411,2018-05-14 01:00,12.2,261.2,2.1,0,92.7
411,2018-05-14 02:00,11.9,230.7,1.1,0,95.7
411,2018-05-14 03:00,11.9,273.6,.8,0,96.9
411,2018-05-14 04:00,11.7,233.4,.7,0,96.8
411,2018-05-14 05:00,11.5,0,.4,0,96.9
411,2018-05-14 06:00,11.6,175.6,.8,0,96.3
411,2018-05-14 07:00,12.7,98.3,2,0,92.3
411,2018-05-14 08:00,13.8,129.3,2,0,85.7
411,2018-05-14 09:00,15,99.8,2,0,80
411,2018-05-14 10:00,16.9,126.3,.8,0,74.6
411,2018-05-14 11:00,18.3,,,0,68.8
411,2018-05-14 12:00,19.7,161.6,1.7,0,66.9
411,2018-05-14 13:00,21.7,186.9,1.3,0,61.6
411,2018-05-14 14:00,24.2,250.7,1.1,0,62
411,2018-05-14 15:00,23.8,259.8,1.8,0,58.1
411,2018-05-14 16:00,24.2,241.6,2.2,0,55.6
411,2018-05-14 17:00,24.1,218.9,1.7,0,52.2
411,2018-05-14 18:00,23.5,,,0,50.7
411,2018-05-14 19:00,22.1,244.3,2.7,0,58.3
411,2018-05-14 20:00,20.8,218.3,1.6,0,66.5
411,2018-05-14 21:00,20.4,239.1,1.4,0,67.6
411,2018-05-14 22:00,20.1,220.5,1.1,0,63.9
411,2018-05-14 23:00,19.8,254.4,1.3,0,63.9
411,2018-05-15 00:00,19.6,67.7,.6,0,66.8
411,2018-05-15 01:00,19,146.2,1,0,69.9
411,2018-05-15 02:00,18.9,0,.4,0,71.2
411,2018-05-15 03:00,18.6,0,0,0,71.3
411,2018-05-15 04:00,17.7,109.4,.5,0,77.8
411,2018-05-15 05:00,17.6,95,1.9,0,75.7
411,2018-05-15 06:00,17.2,98.3,1.7,0,81
411,2018-05-15 07:00,18.6,104.5,1.8,0,78
411,2018-05-15 08:00,20.7,81.4,1.6,0,67.4
411,2018-05-15 09:00,23,143,1.4,0,52
411,2018-05-15 10:00,23.8,134.9,2,0,40.8
411,2018-05-15 11:00,25.1,144.6,1.8,0,44.2
411,2018-05-15 12:00,27.4,138.1,2.1,0,36.7
411,2018-05-15 13:00,28.5,122.2,1.5,0,37.2
411,2018-05-15 14:00,28,152.4,2.4,0,37
411,2018-05-15 15:00,28.8,186.8,1.1,0,38.2
411,2018-05-15 16:00,28.6,172.2,1.7,0,40.8
411,2018-05-15 17:00,27.4,173.6,2.4,0,49.4
411,2018-05-15 18:00,26.5,171.4,1.3,0,52.1
411,2018-05-15 19:00,26.2,196.8,1.1,0,53.5
411,2018-05-15 20:00,25.8,216.1,1.2,0,53.8
411,2018-05-15 21:00,25.6,133.8,1.2,0,54.8
411,2018-05-15 22:00,25.5,216.6,.7,0,56.6
411,2018-05-15 23:00,25.4,241.6,1.3,0,58.8
411,2018-05-16 00:00,24.2,103.6,.5,0,66.5
411,2018-05-16 01:00,24.3,93.6,1.5,0,66
411,2018-05-16 02:00,22.8,144.7,2.3,.5,78.2
411,2018-05-16 03:00,22.5,102.9,3.3,.5,83
411,2018-05-16 04:00,22.7,104.2,3.4,0,81
411,2018-05-16 05:00,23.2,133.8,3.4,0,81.1
411,2018-05-16 06:00,22.2,121.1,3.3,1.5,91.9
411,2018-05-16 07:00,22.4,137.6,3.1,0,91.2
411,2018-05-16 08:00,22.9,163.6,3.8,1,88.3
411,2018-05-16 09:00,22.4,178,3.4,3.5,95.5
411,2018-05-16 10:00,22.4,206,3.6,.5,96.5
411,2018-05-16 11:00,22.5,182.8,4.8,0,96.9
411,2018-05-16 12:00,22.6,178.1,4.7,0,94.9
411,2018-05-16 13:00,21.6,300.8,1.9,32,96.9
411,2018-05-16 14:00,21.9,264,2.3,0,96.9
411,2018-05-16 15:00,21.8,239.8,2.3,0,96.9
411,2018-05-16 16:00,21.7,248.7,1.1,0,96.9
411,2018-05-16 17:00,21.7,236.3,3.4,.5,96.9
411,2018-05-16 18:00,21.7,217.9,2.2,0,96.9
411,2018-05-16 19:00,21.6,232.6,2.5,.5,96.9
411,2018-05-16 20:00,21.6,210.3,3.1,0,96.9
411,2018-05-16 21:00,21.6,212.5,1.2,0,96.9
411,2018-05-16 22:00,21.8,231.2,1.1,0,96.9
411,2018-05-16 23:00,21.8,200.7,.9,0,96.9
411,2018-05-17 00:00,21.8,240.1,1.8,.5,96.9
411,2018-05-17 01:00,21.8,266.1,1.1,.5,96.9
411,2018-05-17 02:00,21.4,256.9,1.6,1,96.9
411,2018-05-17 03:00,21.8,187.7,1.4,4,96.9
411,2018-05-17 04:00,18.4,298,3,18,96.9
411,2018-05-17 05:00,18.6,0,0,0,96.9
411,2018-05-17 06:00,18.8,116.4,2.2,.5,96.9
411,2018-05-17 07:00,,,,0,
411,2018-05-17 08:00,19.6,0,0,0,96.9
411,2018-05-17 09:00,19.7,,,5.5,96.9
411,2018-05-17 10:00,20,99.3,5.4,2,96.9
411,2018-05-17 11:00,20.6,110.9,1.4,3,96.9
411,2018-05-17 12:00,22.1,113.4,2.8,1,96.9
411,2018-05-17 13:00,23.9,142.5,2.3,0,86.3
411,2018-05-17 14:00,23.4,,,0,86.6
411,2018-05-17 15:00,22.2,322,2.5,0,96.7
411,2018-05-17 16:00,22.3,0,0,0,96.9
411,2018-05-17 17:00,22.1,158,.7,3,96.9
411,2018-05-17 18:00,22.2,220,1.4,1,96.9
411,2018-05-17 19:00,22,231,2.4,1,96.9
411,2018-05-17 20:00,20.6,308,2.8,12,96.9
411,2018-05-17 21:00,19.8,277.7,2.2,2,96.9
411,2018-05-17 22:00,19.7,0,.2,5.5,96.9
411,2018-05-17 23:00,19.1,205.3,1.8,3,96.9
411,2018-05-18 00:00,18.7,216.8,2.1,1,96.9
411,2018-05-18 01:00,18.5,183.2,.7,.5,96.9
411,2018-05-18 02:00,18.3,242.3,2.2,1,96.9
411,2018-05-18 03:00,18,249.3,1.7,2,96.9
411,2018-05-18 04:00,17.4,270.2,.9,1.5,96.9
411,2018-05-18 05:00,16.9,292.6,1.1,.5,96.9
411,2018-05-18 06:00,16.5,0,.2,0,96.9
411,2018-05-18 07:00,16.7,0,0,.5,96.9
411,2018-05-18 08:00,16.4,0,0,.5,96.9
411,2018-05-18 09:00,16.8,0,0,0,96.9
411,2018-05-18 10:00,16,10.5,1.8,0,96.9
411,2018-05-18 11:00,16.5,88.1,2.2,0,96.9
